Customer ID,RecencyDays,TransactionCount,PurchaseDays,TotalSpend,AverageOrderValue,TotalQuantity,UniqueProducts,ActiveMonths,Country,AvgItemsPerTransaction,PurchaseDaysPerMonth,return_30d,PredictionDate
13485,113,2,2,204.70000000000002,20.470000000000002,99,10,1,United Kingdom,49.5,2.0,1,2010-04-01
13487,116,1,1,103.95,17.325,25,6,1,United Kingdom,25.0,1.0,0,2010-04-01
13488,65,1,1,350.73,17.5365,185,20,1,United Kingdom,185.0,1.0,0,2010-04-01
13490,36,1,1,154.25,19.28125,25,8,1,United Kingdom,25.0,1.0,0,2010-04-01
13491,22,6,6,1628.7,20.107407407407408,744,65,4,United Kingdom,124.0,1.5,1,2010-04-01
13495,8,3,3,1210.51,33.625277777777775,681,25,2,United Kingdom,227.0,1.5,0,2010-04-01
13497,7,3,3,582.23,21.564074074074075,269,27,2,United Kingdom,89.66666666666667,1.5,0,2010-04-01
13498,112,1,1,327.38,19.25764705882353,362,17,1,United Kingdom,362.0,1.0,0,2010-04-01
13503,43,2,1,884.87,6.96748031496063,447,117,1,United Kingdom,223.5,1.0,0,2010-04-01
13508,24,1,1,176.07999999999998,11.004999999999999,156,16,1,United Kingdom,156.0,1.0,0,2010-04-01
13510,58,2,2,655.58,15.989756097560976,363,39,2,United Kingdom,181.5,1.0,1,2010-04-01
13511,58,1,1,282.76,56.552,60,5,1,United Kingdom,60.0,1.0,0,2010-04-01
13513,37,1,1,299.64,23.049230769230768,128,13,1,United Kingdom,128.0,1.0,0,2010-04-01
13514,64,1,1,346.3,34.63,96,10,1,United Kingdom,96.0,1.0,0,2010-04-01
13515,26,1,1,188.1,26.87142857142857,50,7,1,United Kingdom,50.0,1.0,0,2010-04-01
13520,48,2,2,1067.08,30.488,526,29,2,Switzerland,263.0,1.0,1,2010-04-01
13526,120,2,1,1182.0,26.863636363636363,1911,29,1,United Kingdom,955.5,1.0,0,2010-04-01
13527,66,2,2,754.69,8.878705882352941,426,77,1,United Kingdom,213.0,2.0,1,2010-04-01
13530,16,1,1,402.98,22.387777777777778,272,18,1,United Kingdom,272.0,1.0,0,2010-04-01
13531,118,1,1,311.7,20.779999999999998,126,15,1,United Kingdom,126.0,1.0,1,2010-04-01
13538,38,2,2,803.54,16.398775510204082,294,43,1,United Kingdom,147.0,2.0,0,2010-04-01
13540,37,2,1,369.25,18.4625,137,20,1,United Kingdom,68.5,1.0,0,2010-04-01
13542,12,6,6,1342.1,12.66132075471698,252,47,4,United Kingdom,42.0,1.5,1,2010-04-01
13543,16,2,2,1439.61,30.63,329,37,2,United Kingdom,164.5,1.0,0,2010-04-01
13544,26,1,1,181.32,3.421132075471698,73,52,1,United Kingdom,73.0,1.0,0,2010-04-01
13551,48,1,1,152.39999999999998,152.39999999999998,24,1,1,United Kingdom,24.0,1.0,0,2010-04-01
13552,40,2,1,732.96,29.3184,300,24,1,United Kingdom,150.0,1.0,1,2010-04-01
13553,56,1,1,499.6,5.613483146067416,201,85,1,United Kingdom,201.0,1.0,0,2010-04-01
13555,10,3,2,1193.15,16.34452054794521,477,60,2,United Kingdom,159.0,1.0,1,2010-04-01
13557,6,6,6,1525.38,15.725567010309279,1277,85,3,United Kingdom,212.83333333333334,2.0,0,2010-04-01
13561,24,3,2,361.55,7.231,214,38,2,United Kingdom,71.33333333333333,1.0,1,2010-04-01
13562,56,3,2,1600.0,28.571428571428573,426,46,2,United Kingdom,142.0,1.0,0,2010-04-01
13564,6,9,8,3383.42,12.719624060150377,1528,152,4,United Kingdom,169.77777777777777,2.0,1,2010-04-01
13566,21,1,1,291.12,4.54875,223,64,1,United Kingdom,223.0,1.0,0,2010-04-01
13571,7,4,4,643.5,7.944444444444445,312,63,3,United Kingdom,78.0,1.3333333333333333,0,2010-04-01
13573,19,1,1,81.85,10.23125,42,8,1,United Kingdom,42.0,1.0,0,2010-04-01
13576,0,4,4,1624.43,30.649622641509435,570,42,4,United Kingdom,142.5,1.0,0,2010-04-01
13577,104,3,3,399.4,19.01904761904762,187,21,1,United Kingdom,62.333333333333336,3.0,1,2010-04-01
13579,41,1,1,383.55,14.205555555555556,295,27,1,United Kingdom,295.0,1.0,0,2010-04-01
13583,61,1,1,664.001,15.441883720930232,372,43,1,United Kingdom,372.0,1.0,0,2010-04-01
13584,57,1,1,1.3,1.3,2,1,1,United Kingdom,2.0,1.0,0,2010-04-01
13585,120,1,1,12.75,12.75,1,1,1,United Kingdom,1.0,1.0,0,2010-04-01
13587,45,1,1,568.3,56.83,276,10,1,United Kingdom,276.0,1.0,0,2010-04-01
13589,115,1,1,269.15,17.94333333333333,77,15,1,United Kingdom,77.0,1.0,0,2010-04-01
13590,35,3,3,1219.98,12.323030303030302,1020,94,3,United Kingdom,340.0,1.0,1,2010-04-01
13591,107,1,1,53.2,26.6,4,2,1,United Kingdom,4.0,1.0,1,2010-04-01
13593,10,3,2,893.7,11.457692307692309,412,69,1,United Kingdom,137.33333333333334,2.0,1,2010-04-01
13595,28,1,1,532.29,5.167864077669902,256,93,1,United Kingdom,256.0,1.0,0,2010-04-01
13598,33,2,1,268.37,14.124736842105264,121,19,1,United Kingdom,60.5,1.0,0,2010-04-01
13599,20,4,4,2472.7200000000003,32.96960000000001,1581,63,3,United Kingdom,395.25,1.3333333333333333,0,2010-04-01
13600,16,1,1,298.9,13.586363636363636,275,22,1,United Kingdom,275.0,1.0,0,2010-04-01
13604,40,1,1,717.62,34.172380952380955,242,21,1,United Kingdom,242.0,1.0,0,2010-04-01
13610,27,3,3,580.38,5.983298969072165,250,89,2,United Kingdom,83.33333333333333,1.5,0,2010-04-01
13611,7,2,2,640.79,16.43051282051282,371,35,2,United Kingdom,185.5,1.0,1,2010-04-01
13612,14,1,1,818.29,16.3658,444,50,1,United Kingdom,444.0,1.0,0,2010-04-01
13613,8,2,2,627.5,19.015151515151516,234,27,2,United Kingdom,117.0,1.0,0,2010-04-01
13615,3,2,2,1159.84,15.062857142857142,520,65,2,United Kingdom,260.0,1.0,0,2010-04-01
13616,73,1,1,178.0,8.9,140,17,1,United Kingdom,140.0,1.0,0,2010-04-01
13619,56,1,1,100.24000000000001,4.556363636363637,39,21,1,United Kingdom,39.0,1.0,0,2010-04-01
13622,78,1,1,658.95,20.5921875,379,32,1,United Kingdom,379.0,1.0,0,2010-04-01
13623,69,2,2,1041.14,10.959368421052632,418,88,2,United Kingdom,209.0,1.0,0,2010-04-01
13627,22,1,1,304.4,19.025,134,16,1,United Kingdom,134.0,1.0,0,2010-04-01
13628,58,1,1,310.14,19.38375,106,16,1,United Kingdom,106.0,1.0,0,2010-04-01
13629,48,1,1,660.0,165.0,400,4,1,United Kingdom,400.0,1.0,1,2010-04-01
13634,17,3,3,691.12,9.093684210526316,330,60,2,United Kingdom,110.0,1.5,0,2010-04-01
13635,106,2,2,797.15,19.92875,477,38,1,United Kingdom,238.5,2.0,0,2010-04-01
13641,22,5,4,1016.47,23.10159090909091,1098,41,2,United Kingdom,219.6,2.0,0,2010-04-01
13643,22,2,2,455.25,26.779411764705884,131,16,2,United Kingdom,65.5,1.0,0,2010-04-01
13648,52,2,2,573.53,15.50081081081081,395,35,2,United Kingdom,197.5,1.0,1,2010-04-01
13650,64,1,1,505.13,21.047083333333333,254,24,1,United Kingdom,254.0,1.0,0,2010-04-01
13652,34,1,1,393.96000000000004,14.070000000000002,349,28,1,United Kingdom,349.0,1.0,0,2010-04-01
13654,28,2,2,258.68,23.516363636363636,132,11,2,United Kingdom,66.0,1.0,0,2010-04-01
13658,54,1,1,982.26,18.533207547169813,391,53,1,United Kingdom,391.0,1.0,0,2010-04-01
13659,1,3,3,1395.64,18.125194805194806,699,60,2,United Kingdom,233.0,1.5,1,2010-04-01
13662,40,2,1,300.47,13.657727272727273,189,22,1,United Kingdom,94.5,1.0,0,2010-04-01
13663,28,1,1,545.45,20.201851851851853,291,27,1,United Kingdom,291.0,1.0,0,2010-04-01
13666,117,1,1,19.5,9.75,2,2,1,United Kingdom,2.0,1.0,0,2010-04-01
13668,6,5,5,1789.98,24.52027397260274,668,62,3,United Kingdom,133.6,1.6666666666666667,1,2010-04-01
13672,112,1,1,233.53,19.460833333333333,81,12,1,United Kingdom,81.0,1.0,0,2010-04-01
13676,1,1,1,128.3,32.075,62,4,1,United Kingdom,62.0,1.0,0,2010-04-01
13679,117,1,1,126.8,6.038095238095238,34,21,1,United Kingdom,34.0,1.0,1,2010-04-01
13680,28,6,6,5630.93,15.21872972972973,2476,216,4,United Kingdom,412.6666666666667,1.5,0,2010-04-01
13684,3,1,1,190.53,4.43093023255814,86,43,1,United Kingdom,86.0,1.0,0,2010-04-01
13688,17,1,1,375.5,75.1,130,5,1,United Kingdom,130.0,1.0,0,2010-04-01
13693,66,5,5,904.4100000000001,19.24276595744681,377,46,2,United Kingdom,75.4,2.5,1,2010-04-01
13694,1,51,23,76045.23,130.88679862306367,80687,436,4,United Kingdom,1582.0980392156862,5.75,1,2010-04-01
13696,48,1,1,306.0,25.5,288,12,1,United Kingdom,288.0,1.0,1,2010-04-01
13698,63,1,1,184.3,23.0375,42,8,1,United Kingdom,42.0,1.0,1,2010-04-01
13700,50,2,2,81.55,6.795833333333333,62,12,1,United Kingdom,31.0,2.0,0,2010-04-01
13705,6,1,1,250.45,20.870833333333334,153,12,1,United Kingdom,153.0,1.0,0,2010-04-01
13706,8,1,1,300.38,16.68777777777778,112,18,1,United Kingdom,112.0,1.0,0,2010-04-01
13709,0,2,2,487.89,15.2465625,243,29,2,United Kingdom,121.5,1.0,0,2010-04-01
13711,8,5,5,1183.31,20.75982456140351,526,53,3,United Kingdom,105.2,1.6666666666666667,0,2010-04-01
13715,20,1,1,828.6800000000001,6.848595041322315,349,117,1,United Kingdom,349.0,1.0,1,2010-04-01
13722,28,1,1,664.54,22.9151724137931,484,29,1,United Kingdom,484.0,1.0,0,2010-04-01
13724,19,1,1,213.01,5.071666666666666,130,39,1,United Kingdom,130.0,1.0,0,2010-04-01
13727,33,3,3,352.2,22.0125,66,13,3,United Kingdom,22.0,1.0,1,2010-04-01
13728,42,3,3,523.84,19.401481481481483,116,18,3,United Kingdom,38.666666666666664,1.0,1,2010-04-01
13729,66,1,1,357.88,17.894,272,20,1,United Kingdom,272.0,1.0,0,2010-04-01
13733,117,1,1,149.1,14.91,62,10,1,United Kingdom,62.0,1.0,0,2010-04-01
13735,34,3,3,2010.96,13.587567567567568,903,110,3,United Kingdom,301.0,1.0,1,2010-04-01
13736,115,1,1,710.84,6.181217391304348,380,114,1,United Kingdom,380.0,1.0,0,2010-04-01
13740,119,1,1,296.69,15.615263157894736,93,19,1,United Kingdom,93.0,1.0,0,2010-04-01
13748,120,1,1,173.1,24.728571428571428,90,7,1,United Kingdom,90.0,1.0,0,2010-04-01
13753,33,2,2,977.2,36.1925925925926,648,21,2,United Kingdom,324.0,1.0,1,2010-04-01
13756,35,3,3,601.28,10.021333333333333,332,49,3,United Kingdom,110.66666666666667,1.0,0,2010-04-01
13757,56,1,1,195.55,24.44375,54,8,1,United Kingdom,54.0,1.0,0,2010-04-01
13758,54,4,4,2995.65,29.369117647058825,1420,83,3,United Kingdom,355.0,1.3333333333333333,1,2010-04-01
13761,38,1,1,311.9,14.852380952380951,204,21,1,United Kingdom,204.0,1.0,0,2010-04-01
13762,31,2,2,1127.28,66.31058823529412,1448,12,2,United Kingdom,724.0,1.0,1,2010-04-01
13764,24,2,1,936.24,9.651958762886599,839,94,1,United Kingdom,419.5,1.0,0,2010-04-01
13765,35,1,1,352.821,20.754176470588238,297,17,1,United Kingdom,297.0,1.0,0,2010-04-01
13767,3,11,10,5664.54,44.60267716535433,2504,62,4,United Kingdom,227.63636363636363,2.5,0,2010-04-01
13768,108,2,2,875.97,26.544545454545457,373,30,1,United Kingdom,186.5,2.0,0,2010-04-01
13769,40,2,2,518.86,16.73741935483871,206,26,2,United Kingdom,103.0,1.0,1,2010-04-01
13770,27,2,2,264.33000000000004,37.761428571428574,183,7,2,United Kingdom,91.5,1.0,0,2010-04-01
13771,34,1,1,869.5600000000001,29.984827586206897,318,29,1,United Kingdom,318.0,1.0,0,2010-04-01
13772,36,1,1,562.6,5.257943925233645,233,105,1,United Kingdom,233.0,1.0,0,2010-04-01
13773,41,1,1,91.4,18.28,32,5,1,United Kingdom,32.0,1.0,0,2010-04-01
13777,0,10,9,9041.06,139.09323076923076,4073,32,4,United Kingdom,407.3,2.25,1,2010-04-01
13781,103,1,1,314.44,17.468888888888888,140,18,1,United Kingdom,140.0,1.0,1,2010-04-01
13782,73,2,2,267.13,7.632285714285715,80,35,2,United Kingdom,40.0,1.0,1,2010-04-01
13783,21,2,2,985.4399999999999,140.77714285714285,1664,4,2,United Kingdom,832.0,1.0,0,2010-04-01
13786,16,2,2,1384.13,41.943333333333335,627,25,2,United Kingdom,313.5,1.0,1,2010-04-01
13787,37,2,2,401.43,13.381,407,28,2,United Kingdom,203.5,1.0,0,2010-04-01
13793,28,1,1,96.0,13.714285714285714,52,7,1,United Kingdom,52.0,1.0,0,2010-04-01
13795,19,1,1,222.5,24.72222222222222,314,9,1,United Kingdom,314.0,1.0,0,2010-04-01
13797,29,1,1,354.49,13.129259259259259,243,27,1,United Kingdom,243.0,1.0,0,2010-04-01
13798,0,17,16,9609.37,95.14227722772279,6349,72,4,United Kingdom,373.47058823529414,4.0,1,2010-04-01
13799,26,1,1,378.3,75.66,66,5,1,United Kingdom,66.0,1.0,1,2010-04-01
13800,118,1,1,478.7,25.19473684210526,242,19,1,United Kingdom,242.0,1.0,0,2010-04-01
13802,0,3,3,1112.11,27.802749999999996,311,36,2,United Kingdom,103.66666666666667,1.5,1,2010-04-01
13803,0,1,1,433.53000000000003,16.67423076923077,231,26,1,United Kingdom,231.0,1.0,0,2010-04-01
13807,117,1,1,107.95,15.421428571428573,43,7,1,United Kingdom,43.0,1.0,0,2010-04-01
13813,49,2,2,567.13,20.25464285714286,305,24,2,Germany,152.5,1.0,1,2010-04-01
13815,47,1,1,738.86,16.792272727272728,794,44,1,Germany,794.0,1.0,0,2010-04-01
13819,51,3,3,1502.0,23.107692307692307,1200,34,2,United Kingdom,400.0,1.5,0,2010-04-01
13820,28,2,2,386.52,9.663,130,29,2,United Kingdom,65.0,1.0,0,2010-04-01
13821,75,3,3,660.55,7.50625,199,82,1,United Kingdom,66.33333333333333,3.0,0,2010-04-01
13823,20,3,3,1230.74,16.85945205479452,508,65,3,United Kingdom,169.33333333333334,1.0,0,2010-04-01
13824,19,1,1,96.96000000000001,48.480000000000004,48,2,1,United Kingdom,48.0,1.0,1,2010-04-01
13825,3,2,2,255.59,6.38975,182,38,2,United Kingdom,91.0,1.0,0,2010-04-01
13831,2,7,7,2454.07,32.720933333333335,1031,56,3,United Kingdom,147.28571428571428,2.3333333333333335,0,2010-04-01
13834,51,1,1,202.45,16.870833333333334,43,12,1,United Kingdom,43.0,1.0,0,2010-04-01
13835,7,2,2,183.95,16.722727272727273,43,10,1,United Kingdom,21.5,2.0,0,2010-04-01
13842,43,3,1,364.14,13.004999999999999,272,27,1,United Kingdom,90.66666666666667,1.0,0,2010-04-01
13847,101,1,1,310.72,16.353684210526318,96,19,1,United Kingdom,96.0,1.0,0,2010-04-01
13848,10,2,2,800.0,400.0,2500,1,2,United Kingdom,1250.0,1.0,0,2010-04-01
13849,6,1,1,509.65,15.9265625,143,32,1,United Kingdom,143.0,1.0,0,2010-04-01
13851,61,1,1,199.29999999999998,66.43333333333332,14,3,1,United Kingdom,14.0,1.0,0,2010-04-01
13854,22,4,4,1089.82,47.38347826086956,437,21,3,United Kingdom,109.25,1.3333333333333333,1,2010-04-01
13855,103,2,2,809.1,19.264285714285716,268,38,1,United Kingdom,134.0,2.0,1,2010-04-01
13856,1,1,1,107.58000000000001,13.447500000000002,62,8,1,United Kingdom,62.0,1.0,1,2010-04-01
13869,8,2,2,1729.54,10.356526946107785,871,148,2,United Kingdom,435.5,1.0,0,2010-04-01
13870,51,1,1,611.54,19.727096774193548,546,31,1,United Kingdom,546.0,1.0,0,2010-04-01
13871,3,2,2,853.0,19.837209302325583,407,38,2,United Kingdom,203.5,1.0,0,2010-04-01
13872,8,2,2,616.4300000000001,15.805897435897437,235,38,2,United Kingdom,117.5,1.0,0,2010-04-01
13873,28,1,1,149.55,37.3875,17,4,1,United Kingdom,17.0,1.0,0,2010-04-01
13874,22,2,2,436.03,33.54076923076923,211,11,2,United Kingdom,105.5,1.0,1,2010-04-01
13875,6,4,3,1255.77,16.969864864864864,828,65,3,United Kingdom,207.0,1.0,0,2010-04-01
13877,71,1,1,154.82999999999998,17.203333333333333,201,9,1,United Kingdom,201.0,1.0,0,2010-04-01
13879,27,1,1,395.5,15.82,204,25,1,United Kingdom,204.0,1.0,0,2010-04-01
13881,12,2,2,3341.3,87.92894736842106,2194,33,1,United Kingdom,1097.0,2.0,1,2010-04-01
13883,16,3,3,767.6,21.931428571428572,395,34,3,United Kingdom,131.66666666666666,1.0,1,2010-04-01
13889,33,2,2,630.6800000000001,18.019428571428573,390,32,2,United Kingdom,195.0,1.0,0,2010-04-01
13890,28,2,2,520.19,16.780322580645162,287,28,2,United Kingdom,143.5,1.0,0,2010-04-01
13895,118,1,1,831.0,19.785714285714285,408,42,1,United Kingdom,408.0,1.0,0,2010-04-01
13896,7,1,1,388.55,18.502380952380953,149,21,1,United Kingdom,149.0,1.0,0,2010-04-01
13897,59,1,1,482.67,20.985652173913046,438,23,1,United Kingdom,438.0,1.0,0,2010-04-01
13900,6,1,1,260.5,16.28125,186,16,1,United Kingdom,186.0,1.0,0,2010-04-01
13901,42,2,2,875.59,16.21462962962963,576,53,2,United Kingdom,288.0,1.0,1,2010-04-01
13902,14,5,5,34095.26,541.1946031746032,220600,58,4,Denmark,44120.0,1.25,0,2010-04-01
13905,114,1,1,312.65,26.054166666666664,135,12,1,United Kingdom,135.0,1.0,0,2010-04-01
13907,73,1,1,136.8,34.2,68,4,1,United Kingdom,68.0,1.0,0,2010-04-01
13911,23,2,2,247.5,19.03846153846154,414,13,1,United Kingdom,207.0,2.0,1,2010-04-01
13916,57,1,1,364.5,16.568181818181817,148,22,1,United Kingdom,148.0,1.0,0,2010-04-01
13921,103,1,1,102.75,14.678571428571429,25,7,1,United Kingdom,25.0,1.0,0,2010-04-01
13929,40,2,2,430.62,47.846666666666664,134,9,2,United Kingdom,67.0,1.0,1,2010-04-01
13931,5,4,3,2131.42,20.107735849056603,1602,96,2,United Kingdom,400.5,1.5,0,2010-04-01
13935,14,2,2,2742.12,62.32090909090909,752,42,2,United Kingdom,376.0,1.0,1,2010-04-01
13941,0,5,5,2696.21,96.29321428571428,1303,24,4,United Kingdom,260.6,1.25,0,2010-04-01
13944,35,1,1,200.43,5.726571428571429,153,35,1,United Kingdom,153.0,1.0,0,2010-04-01
13946,16,2,2,760.95,24.546774193548387,1255,29,2,United Kingdom,627.5,1.0,0,2010-04-01
13948,30,2,2,262.31,20.177692307692308,141,13,2,United Kingdom,70.5,1.0,0,2010-04-01
13952,1,4,3,5175.86,48.828867924528296,2388,88,3,United Kingdom,597.0,1.0,0,2010-04-01
13953,55,2,2,1125.0,562.5,900,1,2,United Kingdom,450.0,1.0,0,2010-04-01
13957,40,1,1,102.84,14.691428571428572,48,7,1,United Kingdom,48.0,1.0,0,2010-04-01
13958,24,3,2,1299.3,26.516326530612243,564,44,2,United Kingdom,188.0,1.0,1,2010-04-01
13965,51,2,2,786.01,37.429047619047616,373,21,2,United Kingdom,186.5,1.0,0,2010-04-01
13969,6,1,1,360.95000000000005,18.997368421052634,141,19,1,United Kingdom,141.0,1.0,1,2010-04-01
13971,64,1,1,267.22,19.087142857142858,214,14,1,United Kingdom,214.0,1.0,1,2010-04-01
13975,2,2,2,959.05,4.8193467336683415,951,157,2,United Kingdom,475.5,1.0,0,2010-04-01
13976,50,1,1,275.41,17.213125,89,16,1,United Kingdom,89.0,1.0,1,2010-04-01
13979,30,2,2,678.49,15.077555555555556,511,44,2,United Kingdom,255.5,1.0,0,2010-04-01
13980,38,1,1,216.9,7.479310344827587,93,29,1,United Kingdom,93.0,1.0,0,2010-04-01
13982,35,2,2,992.9399999999999,16.01516129032258,657,50,2,United Kingdom,328.5,1.0,0,2010-04-01
13983,15,3,3,1707.11,21.075432098765432,1224,72,3,United Kingdom,408.0,1.0,0,2010-04-01
13984,52,3,2,369.77,13.695185185185185,204,24,2,United Kingdom,68.0,1.0,0,2010-04-01
13985,50,1,1,224.35000000000002,14.956666666666669,172,15,1,United Kingdom,172.0,1.0,0,2010-04-01
13988,7,1,1,310.2,17.233333333333334,168,18,1,United Kingdom,168.0,1.0,0,2010-04-01
13993,30,3,3,987.66,22.968837209302325,327,39,3,United Kingdom,109.0,1.0,1,2010-04-01
13995,6,3,3,463.85,19.327083333333334,229,22,2,United Kingdom,76.33333333333333,1.5,1,2010-04-01
13999,33,4,4,1377.45,22.9575,694,51,3,United Kingdom,173.5,1.3333333333333333,1,2010-04-01
14000,119,1,1,192.0,96.0,48,2,1,United Kingdom,48.0,1.0,1,2010-04-01
14003,114,1,1,209.41,13.088125,149,16,1,United Kingdom,149.0,1.0,0,2010-04-01
14006,34,1,1,330.65999999999997,13.777499999999998,342,24,1,United Kingdom,342.0,1.0,1,2010-04-01
14013,5,1,1,174.2,17.419999999999998,84,10,1,United Kingdom,84.0,1.0,0,2010-04-01
14016,9,3,3,2713.34,27.407474747474748,1283,92,3,EIRE,427.6666666666667,1.0,1,2010-04-01
14018,27,1,1,367.15,28.24230769230769,224,13,1,United Kingdom,224.0,1.0,0,2010-04-01
14026,7,1,1,386.53000000000003,13.328620689655173,245,29,1,United Kingdom,245.0,1.0,0,2010-04-01
14030,37,5,3,2014.09,12.828598726114649,881,143,2,United Kingdom,176.2,1.5,1,2010-04-01
14031,19,9,7,8022.1900000000005,36.29950226244344,3396,131,4,United Kingdom,377.3333333333333,1.75,1,2010-04-01
14032,65,3,3,922.98,20.510666666666665,1202,27,2,United Kingdom,400.6666666666667,1.5,0,2010-04-01
14037,26,3,3,530.82,8.996949152542374,447,58,3,United Kingdom,149.0,1.0,0,2010-04-01
14038,55,1,1,704.55,24.294827586206896,376,29,1,United Kingdom,376.0,1.0,0,2010-04-01
14040,9,7,7,2836.89,16.2108,905,125,4,United Kingdom,129.28571428571428,1.75,1,2010-04-01
14042,107,1,1,431.98,20.570476190476192,180,21,1,United Kingdom,180.0,1.0,0,2010-04-01
14043,111,1,1,164.31,8.2155,84,18,1,United Kingdom,84.0,1.0,0,2010-04-01
14044,31,2,2,486.72,3.223311258278146,189,136,2,United Kingdom,94.5,1.0,0,2010-04-01
14045,26,2,2,726.0,181.5,440,2,2,United Kingdom,220.0,1.0,1,2010-04-01
14047,58,1,1,528.24,27.802105263157895,222,19,1,United Kingdom,222.0,1.0,0,2010-04-01
14051,9,6,6,2980.02,64.78304347826086,1014,30,4,United Kingdom,169.0,1.5,0,2010-04-01
14055,105,1,1,274.32,30.48,400,9,1,United Kingdom,400.0,1.0,0,2010-04-01
14057,118,1,1,119.53999999999999,7.0317647058823525,101,17,1,United Kingdom,101.0,1.0,1,2010-04-01
14060,20,1,1,167.75,27.958333333333332,125,6,1,United Kingdom,125.0,1.0,0,2010-04-01
14061,106,2,2,553.43,30.74611111111111,81,17,1,United Kingdom,40.5,2.0,0,2010-04-01
14062,16,4,4,4849.8,55.744827586206895,2944,61,3,United Kingdom,736.0,1.3333333333333333,0,2010-04-01
14063,68,7,7,9471.5,249.25,3848,29,2,United Kingdom,549.7142857142857,3.5,0,2010-04-01
14064,31,2,2,711.91,12.489649122807016,526,46,2,United Kingdom,263.0,1.0,1,2010-04-01
14068,31,2,2,724.73,13.176909090909092,237,52,2,United Kingdom,118.5,1.0,1,2010-04-01
14070,66,1,1,321.6,7.843902439024391,85,40,1,United Kingdom,85.0,1.0,0,2010-04-01
14072,48,1,1,390.85,20.571052631578947,65,19,1,United Kingdom,65.0,1.0,0,2010-04-01
14074,5,1,1,219.4,36.56666666666667,228,6,1,United Kingdom,228.0,1.0,0,2010-04-01
14078,3,1,1,364.47,6.6267272727272735,186,55,1,United Kingdom,186.0,1.0,0,2010-04-01
14079,64,1,1,243.63,243.63,1,1,1,United Kingdom,1.0,1.0,0,2010-04-01
14080,10,3,3,694.65,14.176530612244898,136,46,2,United Kingdom,45.333333333333336,1.5,0,2010-04-01
14081,37,6,4,2372.55,5.367760180995475,1551,286,3,United Kingdom,258.5,1.3333333333333333,1,2010-04-01
14083,103,1,1,64.17,9.167142857142858,19,7,1,United Kingdom,19.0,1.0,0,2010-04-01
14085,6,7,6,2627.32,9.12263888888889,945,196,3,United Kingdom,135.0,2.0,0,2010-04-01
14087,117,1,1,235.44,3.67875,200,64,1,United Kingdom,200.0,1.0,0,2010-04-01
14091,36,2,2,9530.08,733.0830769230769,3316,13,2,United Kingdom,1658.0,1.0,0,2010-04-01
14092,36,3,3,714.0400000000001,18.308717948717952,356,34,3,United Kingdom,118.66666666666667,1.0,1,2010-04-01
14095,104,1,1,2.95,2.95,1,1,1,United Kingdom,1.0,1.0,0,2010-04-01
14097,27,1,1,132.0,10.153846153846153,174,13,1,United Kingdom,174.0,1.0,0,2010-04-01
14099,61,2,2,796.46,10.343636363636364,466,68,2,United Kingdom,233.0,1.0,1,2010-04-01
14101,3,1,1,656.72,54.72666666666667,544,12,1,United Kingdom,544.0,1.0,0,2010-04-01
14105,103,1,1,646.3000000000001,30.77619047619048,250,21,1,United Kingdom,250.0,1.0,1,2010-04-01
14106,119,1,1,214.8,214.8,24,1,1,United Kingdom,24.0,1.0,0,2010-04-01
14107,112,1,1,163.26,18.14,174,9,1,United Kingdom,174.0,1.0,0,2010-04-01
14108,113,2,2,447.05,24.836111111111112,279,18,1,United Kingdom,139.5,2.0,0,2010-04-01
14110,5,5,5,1605.29,25.891774193548386,731,38,3,United Kingdom,146.2,1.6666666666666667,1,2010-04-01
14112,36,1,1,1033.55,15.659848484848483,667,66,1,United Kingdom,667.0,1.0,0,2010-04-01
14113,43,5,4,1421.19,49.006551724137935,742,22,2,United Kingdom,148.4,2.0,0,2010-04-01
14115,48,1,1,117.8,58.9,52,2,1,United Kingdom,52.0,1.0,0,2010-04-01
14119,100,1,1,66.47999999999999,22.159999999999997,120,3,1,United Kingdom,120.0,1.0,0,2010-04-01
14122,110,2,2,131.58999999999997,43.86333333333332,25,3,1,United Kingdom,12.5,2.0,0,2010-04-01
14123,115,1,1,436.18,18.174166666666668,234,24,1,United Kingdom,234.0,1.0,0,2010-04-01
14130,110,1,1,339.87,5.481774193548387,268,62,1,United Kingdom,268.0,1.0,0,2010-04-01
14131,30,1,1,168.22,3.65695652173913,105,45,1,United Kingdom,105.0,1.0,0,2010-04-01
14133,115,1,1,305.5,38.1875,50,8,1,United Kingdom,50.0,1.0,0,2010-04-01
14134,36,4,3,2805.14,62.33644444444444,1442,35,2,United Kingdom,360.5,1.5,1,2010-04-01
14135,27,3,3,1942.28,52.494054054054054,2421,34,2,United Kingdom,807.0,1.5,0,2010-04-01
14136,26,3,3,909.23,14.905409836065575,465,52,3,United Kingdom,155.0,1.0,0,2010-04-01
14137,77,1,1,332.7,30.245454545454546,462,11,1,United Kingdom,462.0,1.0,0,2010-04-01
14142,28,1,1,359.53000000000003,16.34227272727273,205,22,1,United Kingdom,205.0,1.0,0,2010-04-01
14146,15,4,3,1433.6100000000001,17.066785714285714,871,72,3,United Kingdom,217.75,1.0,0,2010-04-01
14147,22,1,1,248.2,41.36666666666667,171,6,1,United Kingdom,171.0,1.0,0,2010-04-01
14151,55,2,2,679.45,15.442045454545456,405,44,2,United Kingdom,202.5,1.0,0,2010-04-01
14152,41,1,1,301.31,14.348095238095238,325,21,1,United Kingdom,325.0,1.0,0,2010-04-01
